Age,Gender,Country,Device,GameGenre,SessionCount,AverageSessionLength,SpendingSegment,InAppPurchaseAmount,FirstPurchaseDaysAfterInstall,PaymentMethod,LastPurchaseDate
54.0,1,3,0,13,10,28.14,1,17.17,14.0,5,148
51.0,1,15,1,3,11,34.45,0,346.19,9.0,2,30
54.0,1,3,0,2,12,13.09,1,16.46,4.0,4,178
43.0,1,14,1,9,6,5.55,2,2863.72,11.0,5,115
30.0,1,10,1,13,9,17.62,1,4.2,29.0,1,115
16.0,1,24,0,12,8,17.61,1,9.67,1.0,2,59
39.0,1,10,0,8,11,13.8,1,17.53,17.0,5,204
42.0,1,0,0,12,13,23.14,1,6.64,5.0,4,15
32.0,0,23,0,11,9,7.11,1,6.16,26.0,2,203
48.0,1,10,0,6,6,6.89,1,4.04,17.0,6,156
16.0,1,19,1,5,10,28.75,1,18.06,28.0,5,7
35.0,0,18,1,3,9,18.24,1,5.38,29.0,2,18
27.0,0,6,1,12,13,22.61,1,10.46,16.0,0,98
33.0,1,5,1,0,9,23.48,1,2.81,27.0,2,131
50.0,1,7,1,1,7,9.97,0,187.61,3.0,5,67
16.0,1,16,0,11,13,18.0,1,11.04,22.0,1,83
46.0,1,7,0,8,8,29.06,1,1.14,9.0,1,91
14.0,0,15,0,0,11,26.27,1,8.58,19.0,1,52
29.0,1,0,0,2,13,30.25,0,397.09,26.0,4,56
49.0,0,14,0,2,7,34.62,2,1681.8,15.0,3,58
24.0,1,25,0,4,11,5.4,1,0.68,6.0,5,130
32.0,0,12,1,5,5,22.1,1,4.36,30.0,0,115
25.0,1,9,0,14,14,10.13,1,10.46,14.0,0,151
17.0,1,10,1,3,8,30.3,1,9.75,10.0,2,131
33.0,1,12,0,3,14,23.55,1,14.6,18.0,1,168
33.0,1,4,1,10,10,18.67,1,12.95,16.0,2,54
40.0,0,11,0,3,17,29.75,1,2.12,9.0,2,213
25.0,0,17,1,2,9,12.36,1,8.09,18.0,2,191
29.0,0,16,1,8,10,19.51,1,1.81,13.0,6,92
49.0,1,11,0,7,15,6.7,1,4.13,20.0,2,124
16.0,0,17,0,14,8,17.72,1,8.09,8.0,4,5
30.0,0,12,1,12,5,34.02,1,10.13,6.0,5,203
36.0,0,21,0,4,9,5.33,1,11.8,14.0,0,100
43.0,0,4,0,3,14,5.72,1,14.08,17.0,5,53
27.0,1,25,0,1,11,27.78,0,11.975000000000001,16.0,3,150
21.0,1,13,0,10,6,33.8,1,15.45,30.0,5,43
26.0,1,13,0,8,9,7.07,1,17.34,18.0,1,43
39.0,1,23,0,2,5,23.2,1,7.49,20.0,3,5
33.0,1,8,0,6,13,9.03,1,9.14,4.0,5,82
33.0,1,8,0,0,9,15.88,1,3.2,7.0,3,129
52.0,1,5,0,10,9,19.44,1,2.94,4.0,5,197
16.0,1,7,0,8,9,11.88,1,8.37,13.0,1,142
27.0,1,21,1,8,8,21.66,1,11.975000000000001,16.0,3,150
27.0,1,24,0,8,10,28.29,1,14.7,19.0,3,174
51.0,1,11,0,0,13,8.41,2,1103.54,9.0,1,99
52.0,1,23,1,3,3,26.11,1,11.975000000000001,16.0,3,150
43.0,0,4,0,7,9,11.67,0,43.3,25.0,3,45
13.0,0,3,0,10,10,29.22,0,75.48,25.0,4,155
20.0,0,10,0,13,8,27.04,1,17.84,13.0,0,62
46.0,0,11,0,10,11,29.69,1,18.36,21.0,5,126
45.0,1,10,1,0,5,24.53,1,0.16,12.0,3,221
24.0,1,25,1,2,12,14.03,0,82.96,8.0,0,18
49.0,1,15,1,13,8,32.54,1,11.975000000000001,16.0,3,150
52.0,0,13,1,12,7,27.79,1,6.1,17.0,2,194
42.0,1,16,1,12,5,13.05,1,7.97,17.0,6,201
14.0,1,12,1,10,6,21.62,1,8.88,14.0,2,64
29.0,1,15,0,0,12,31.07,1,18.24,15.0,1,124
26.0,0,23,0,7,11,20.43,1,11.72,13.0,4,156
23.0,0,2,1,0,10,21.68,1,3.26,10.0,4,170
14.0,2,24,1,0,11,6.73,1,3.14,2.0,6,54
27.0,0,0,1,2,5,33.12,1,4.55,0.0,2,180
28.0,1,5,1,5,9,22.37,1,0.87,26.0,6,1
41.0,0,3,1,14,11,7.95,1,5.44,16.0,3,219
34.0,0,11,0,11,11,11.03,1,7.25,9.0,3,49
34.0,1,6,0,3,9,30.37,1,19.79,25.0,3,56
17.0,1,3,1,11,10,34.37,1,0.92,4.0,3,129
25.0,1,26,0,2,13,28.84,1,9.17,18.0,3,207
14.0,1,18,0,0,9,14.92,0,129.62,5.0,6,14
30.0,1,8,1,13,8,31.17,1,1.84,9.0,5,208
16.0,1,10,0,3,9,32.83,0,373.93,29.0,1,65
26.0,1,14,1,0,17,7.51,1,4.31,6.0,1,71
32.0,1,8,0,11,8,26.13,1,12.03,2.0,1,148
33.0,1,26,0,11,10,11.52,2,3382.23,24.0,0,38
30.0,1,6,1,9,12,29.96,1,17.62,3.0,3,119
53.0,0,2,1,14,9,25.03,1,4.48,6.0,1,35
49.0,1,26,0,0,10,29.97,0,242.29,12.0,6,214
22.0,1,1,0,13,13,6.25,1,13.72,4.0,5,53
45.0,2,6,0,11,7,24.08,1,3.03,28.0,4,197
35.0,0,2,0,13,12,8.87,0,221.17,27.0,3,159
53.0,1,14,0,7,17,11.47,1,1.96,26.0,1,173
30.0,1,6,0,13,12,9.21,1,4.48,28.0,2,124
21.0,1,15,0,10,8,21.6,1,3.34,19.0,0,126
38.0,1,9,0,9,10,7.03,1,6.71,2.0,4,147
32.0,1,10,0,14,13,5.64,2,3919.5,25.0,0,64
15.0,1,5,0,1,15,30.21,1,15.88,28.0,0,50
54.0,1,0,1,0,9,18.86,1,13.23,26.0,6,174
40.0,1,19,1,2,10,23.9,0,68.24,7.0,1,112
40.0,1,13,1,5,6,8.85,0,40.75,25.0,0,187
46.0,0,10,1,6,13,19.73,1,11.975000000000001,16.0,3,150
18.0,1,9,0,13,10,7.54,1,3.65,29.0,0,114
18.0,0,17,0,0,7,6.08,1,9.26,21.0,4,213
17.0,1,5,1,6,7,17.26,1,16.5,30.0,2,132
39.0,1,4,1,7,12,28.41,1,11.975000000000001,16.0,3,150
16.0,1,9,1,9,10,15.63,1,1.41,0.0,3,92
35.0,0,4,1,9,10,18.06,1,5.92,30.0,2,89
39.0,1,1,0,12,6,19.45,1,10.74,25.0,3,155
53.0,0,13,0,12,13,31.81,1,4.31,10.0,0,56
33.0,0,5,0,10,7,25.19,1,1.09,10.0,1,123
39.0,1,7,1,14,15,31.0,1,17.99,19.0,6,196
41.0,0,21,1,0,14,24.73,1,18.06,1.0,5,169
19.0,0,26,0,9,12,23.92,1,13.48,3.0,1,51
42.0,0,11,1,5,4,34.23,1,11.975000000000001,16.0,3,150
44.0,1,15,1,14,8,5.33,1,7.99,8.0,0,98
50.0,0,25,0,3,16,27.12,1,10.52,22.0,5,45
50.0,0,6,0,0,15,8.38,1,11.72,1.0,5,25
33.0,1,9,0,11,9,18.61,1,2.87,16.0,6,99
20.0,0,10,0,2,13,24.06,1,7.21,3.0,0,123
27.0,1,10,1,13,14,11.85,1,12.6,8.0,1,184
53.0,1,22,1,2,9,24.6,1,5.16,4.0,4,8
27.0,1,15,0,3,19,31.63,1,4.81,11.0,5,8
38.0,1,2,0,10,13,9.73,1,7.43,10.0,1,200
15.0,0,4,0,12,10,22.12,1,11.34,18.0,0,118
45.0,0,10,1,2,9,27.74,1,5.52,18.0,2,121
33.0,0,15,1,0,13,17.08,1,11.975000000000001,16.0,3,150
25.0,1,15,1,1,11,22.8,1,14.4,15.0,0,118
16.0,1,13,0,14,10,19.52,1,10.12,27.0,3,105
48.0,1,18,0,14,9,7.32,1,9.86,6.0,3,167
26.0,1,2,1,1,10,10.09,0,94.34,28.0,2,155
23.0,1,10,1,13,13,10.74,1,18.88,3.0,3,185
52.0,0,14,1,5,12,25.22,0,215.15,6.0,0,167
36.0,0,13,1,5,10,10.02,1,5.72,20.0,0,210
20.0,1,4,0,14,13,14.21,1,19.74,29.0,5,114
43.0,0,7,0,3,12,26.42,1,4.06,27.0,6,21
21.0,1,15,1,2,6,15.7,1,5.95,18.0,1,24
48.0,0,6,1,7,7,24.76,1,0.81,4.0,5,132
37.0,0,2,0,6,8,8.88,1,5.92,16.0,3,211
53.0,0,8,0,1,13,19.03,1,13.02,11.0,0,221
33.0,1,22,1,8,10,19.21,1,16.9,24.0,4,77
35.0,1,20,0,7,9,10.28,1,10.68,14.0,6,134
53.0,0,13,0,12,7,15.43,1,4.74,29.0,3,37
16.0,1,11,1,12,12,28.97,1,13.75,30.0,4,150
31.0,1,1,1,11,13,10.6,1,3.16,14.0,3,191
39.0,1,11,1,11,9,23.49,0,42.12,0.0,1,56
32.0,1,6,0,9,9,29.29,1,9.07,18.0,2,36
16.0,0,21,1,13,9,31.55,1,17.08,18.0,2,32
16.0,0,9,1,7,11,28.42,1,1.19,21.0,3,186
45.0,0,9,1,2,5,10.19,1,11.975000000000001,16.0,3,150
42.0,1,18,1,7,12,26.94,1,11.975000000000001,16.0,3,150
30.0,1,0,0,1,11,30.5,1,1.66,8.0,5,157
23.0,0,18,0,11,11,9.21,1,13.58,20.0,1,185
38.0,0,16,0,10,11,32.32,1,18.95,8.0,2,72
50.0,1,15,0,9,9,34.75,1,14.95,2.0,3,121
54.0,1,17,1,2,8,25.51,1,17.84,1.0,0,173
29.0,1,21,0,11,12,26.15,1,4.74,7.0,4,0
19.0,1,26,0,14,14,27.72,0,57.17,9.0,0,0
38.0,0,22,0,6,13,16.41,1,17.2,6.0,5,204
26.0,1,5,0,3,8,11.97,0,445.63,11.0,0,40
52.0,0,10,1,8,12,31.37,1,5.28,5.0,6,39
47.0,1,0,1,12,12,28.8,2,4770.77,2.0,6,65
33.0,1,4,0,8,13,34.12,1,2.19,0.0,3,181
47.0,1,7,1,14,10,18.19,1,3.27,27.0,5,218
54.0,1,22,0,4,9,19.6,1,0.3,12.0,6,139
34.0,1,25,1,14,9,20.29,1,19.78,9.0,4,81
30.0,1,26,1,1,7,7.63,1,17.94,2.0,6,109
21.0,1,22,1,4,11,29.61,1,0.26,22.0,6,205
29.0,0,1,0,7,15,26.39,1,4.99,20.0,5,211
21.0,2,3,0,8,11,15.53,1,1.89,25.0,3,203
42.0,1,13,0,4,9,30.77,1,3.43,12.0,5,81
54.0,1,25,1,9,7,14.87,1,4.16,17.0,4,197
13.0,0,14,0,0,9,16.35,1,11.975000000000001,16.0,3,150
25.0,0,11,1,7,5,19.38,1,12.54,28.0,0,169
28.0,1,14,1,4,12,11.08,1,9.9,2.0,5,137
51.0,1,19,1,1,9,14.38,1,3.82,5.0,1,158
25.0,2,16,1,14,10,15.32,1,1.64,24.0,6,39
41.0,1,23,0,4,8,29.56,1,14.41,14.0,4,40
47.0,1,4,0,11,4,32.35,1,12.02,22.0,3,70
36.0,1,24,0,3,12,27.1,1,2.39,4.0,6,7
20.0,1,3,0,12,16,22.66,1,2.61,6.0,3,43
14.0,0,17,1,14,15,33.97,1,11.975000000000001,16.0,3,150
47.0,0,17,1,9,14,13.28,1,15.33,8.0,4,125
13.0,0,21,1,2,10,34.9,0,117.73,11.0,0,91
33.0,1,9,0,13,5,15.42,1,13.94,13.0,4,117
44.0,1,3,1,14,12,20.75,1,8.34,16.0,3,165
41.0,0,17,0,3,10,29.46,1,11.975000000000001,16.0,3,150
40.0,1,21,0,11,9,6.75,1,16.64,27.0,5,132
50.0,1,7,1,13,10,8.28,0,271.73,23.0,3,84
27.0,0,5,0,11,8,12.62,1,6.66,14.0,5,39
54.0,1,3,0,6,9,29.59,0,11.975000000000001,16.0,3,150
27.0,0,8,0,0,8,20.64,1,2.9,24.0,1,138
44.0,1,18,1,6,12,7.82,1,0.39,30.0,0,89
37.0,0,26,0,3,8,14.72,1,14.13,25.0,0,155
27.0,2,25,1,13,8,6.24,1,1.91,9.0,6,197
34.0,0,3,1,12,11,9.91,1,10.04,12.0,1,58
40.0,1,17,1,3,7,21.6,0,485.2,13.0,5,81
53.0,1,5,0,3,11,13.68,1,3.11,13.0,3,95
38.0,0,14,0,10,14,11.25,1,13.06,16.0,5,45
40.0,0,18,0,2,11,32.04,1,0.4,23.0,1,97
47.0,1,10,1,4,12,27.22,1,16.46,8.0,6,128
54.0,1,8,0,8,9,15.83,1,3.53,1.0,5,195
53.0,1,20,0,11,13,10.98,1,3.45,3.0,6,19
21.0,1,25,0,8,10,16.01,1,16.21,1.0,4,78
40.0,1,18,0,6,12,34.97,1,4.65,17.0,2,217
22.0,0,0,0,1,6,27.69,1,1.18,26.0,4,53
33.0,1,10,0,3,15,17.07,1,7.98,0.0,6,16
25.0,0,20,0,3,10,13.65,0,488.36,7.0,4,36
29.0,1,9,0,11,8,7.74,1,1.61,22.0,4,217
29.0,0,16,1,8,14,9.66,0,136.67,0.0,5,152
41.0,1,13,1,1,6,22.33,1,10.58,6.0,0,119
31.0,1,16,0,3,11,26.46,1,14.49,19.0,4,103
15.0,1,8,0,14,10,14.47,1,3.46,15.0,5,79
47.0,0,14,0,1,7,6.86,0,457.3,9.0,1,163
29.0,1,20,1,11,14,5.55,1,15.62,9.0,6,49
15.0,1,15,0,7,14,15.71,2,1880.39,23.0,0,73
38.0,0,13,1,2,9,30.98,0,322.88,11.0,6,194
54.0,0,4,0,13,14,10.67,1,18.19,25.0,5,197
39.0,1,11,0,0,5,12.63,1,0.39,8.0,3,185
46.0,1,9,1,8,10,9.91,2,1502.11,28.0,3,124
36.0,1,1,0,8,11,8.15,1,10.64,1.0,6,52
28.0,1,23,1,7,5,6.52,1,19.21,25.0,5,24
33.0,0,11,1,7,8,29.98,1,17.26,13.0,5,184
30.0,1,12,1,11,11,16.37,1,6.84,14.0,4,140
41.0,1,7,1,13,11,23.67,1,15.78,6.0,3,102
19.0,0,20,1,10,3,6.09,1,11.24,9.0,0,62
20.0,0,2,0,14,10,9.27,1,7.94,5.0,3,49
34.0,1,4,0,2,9,20.3,1,7.22,8.0,4,159
36.0,1,5,0,0,11,26.2,1,12.8,5.0,4,80
38.0,1,25,0,8,10,22.7,1,1.74,12.0,2,115
29.0,0,18,1,12,9,13.45,0,344.21,30.0,1,49
53.0,1,13,0,13,10,31.98,1,2.0,12.0,3,205
35.0,2,26,0,0,12,9.24,1,17.82,27.0,4,111
39.0,0,12,0,0,14,29.69,0,244.31,14.0,0,66
41.0,0,19,0,11,10,7.94,1,9.56,10.0,3,25
23.0,1,5,1,0,9,15.73,2,11.975000000000001,16.0,3,150
29.0,1,11,1,7,12,22.38,1,3.49,10.0,6,181
21.0,1,1,0,3,11,28.31,1,10.03,6.0,1,57
50.0,0,11,1,13,6,33.03,1,2.99,9.0,3,162
18.0,0,11,0,4,9,13.62,0,77.44,14.0,4,224
20.0,1,10,1,12,10,7.77,1,7.77,12.0,2,20
42.0,1,14,1,4,6,12.26,1,3.78,19.0,2,81
27.0,1,26,0,5,6,16.24,2,3297.45,19.0,5,10
34.0,0,23,0,9,8,13.14,1,4.29,27.0,6,17
31.0,1,9,0,14,8,31.8,1,12.72,4.0,2,193
29.0,1,22,1,10,9,17.01,1,6.05,23.0,4,33
43.0,0,21,1,13,8,27.41,1,1.45,18.0,3,149
50.0,0,4,0,6,12,33.98,1,15.65,16.0,1,8
21.0,1,11,1,12,3,13.66,1,18.44,8.0,4,5
24.0,1,6,0,9,10,26.34,1,7.02,18.0,6,98
43.0,1,23,0,7,12,22.95,1,15.78,5.0,4,22
43.0,0,7,0,14,9,19.76,1,0.24,26.0,5,58
16.0,0,14,0,4,7,33.72,1,17.24,23.0,0,12
40.0,0,26,0,2,10,12.16,1,5.57,4.0,4,173
19.0,0,2,1,14,12,6.94,1,15.4,20.0,2,223
25.0,0,24,1,14,9,12.46,0,94.47,20.0,3,64
33.0,1,16,1,6,11,28.62,0,260.28,12.0,0,172
51.0,1,5,1,7,6,10.04,1,14.18,24.0,5,32
19.0,1,1,1,3,11,24.55,1,5.51,10.0,6,220
32.0,1,14,1,10,12,6.54,1,11.31,8.0,1,163
52.0,0,5,0,6,7,6.52,1,4.55,28.0,4,216
24.0,0,3,1,12,7,11.01,1,7.19,24.0,5,121
48.0,0,2,0,0,13,29.75,1,13.67,29.0,1,146
37.0,1,19,1,11,16,7.75,0,133.68,16.0,4,58
28.0,1,22,0,4,13,30.62,1,9.46,13.0,0,65
48.0,0,22,0,9,6,6.01,1,10.79,23.0,3,36
33.0,2,15,1,11,8,7.65,1,17.28,10.0,5,58
44.0,0,9,0,14,13,22.04,1,10.14,21.0,5,146
39.0,0,16,0,14,13,10.98,1,19.97,15.0,1,161
52.0,0,6,1,9,8,30.09,1,6.34,20.0,4,15
33.0,1,26,0,4,10,5.14,0,420.11,15.0,4,98
41.0,1,19,0,6,10,12.19,1,19.38,13.0,6,78
51.0,1,11,1,12,12,13.38,1,13.68,23.0,4,210
16.0,1,5,0,9,9,5.75,0,396.42,2.0,1,38
47.0,1,10,0,11,8,5.4,1,3.92,11.0,0,57
24.0,0,7,1,9,7,16.2,1,10.24,2.0,0,208
25.0,1,10,0,10,14,21.26,0,288.03,23.0,5,170
32.0,1,23,0,13,10,25.42,1,8.84,6.0,0,190
53.0,1,12,0,9,12,14.28,1,4.65,17.0,1,97
35.0,0,16,0,10,8,21.35,1,12.65,27.0,3,36
41.0,1,11,1,11,11,33.89,1,4.54,14.0,0,100
19.0,1,16,1,10,10,13.69,1,3.78,1.0,3,117
48.0,0,15,1,11,10,28.85,1,15.93,3.0,3,85
34.0,1,21,0,11,13,23.74,1,14.4,0.0,4,152
32.0,1,18,0,9,10,7.32,0,210.69,16.0,2,98
46.0,0,21,1,7,11,7.78,1,15.57,26.0,4,154
18.0,0,18,1,6,11,19.9,1,18.48,25.0,2,49
52.0,1,10,1,13,4,33.32,1,15.08,25.0,5,141
39.0,1,9,0,10,9,11.71,1,15.76,28.0,5,197
54.0,1,18,0,3,6,32.71,1,9.19,18.0,1,140
15.0,1,12,0,11,8,10.15,1,7.91,6.0,4,95
29.0,0,4,0,14,14,25.32,1,0.74,3.0,2,83
39.0,1,11,0,4,13,26.89,1,13.75,8.0,3,122
52.0,1,23,1,11,9,24.8,1,16.33,24.0,3,191
22.0,0,17,1,10,8,30.8,1,8.01,3.0,3,123
23.0,0,10,0,11,6,17.69,0,190.74,30.0,3,124
26.0,0,10,1,1,11,24.97,1,3.57,30.0,5,156
39.0,1,9,1,0,15,21.19,1,19.28,30.0,3,2
36.0,0,4,0,2,10,18.93,1,8.45,1.0,6,104
26.0,0,9,0,6,12,19.16,1,10.45,16.0,2,28
32.0,1,14,0,2,10,27.34,1,18.39,19.0,0,127
13.0,0,23,1,6,9,28.13,1,17.57,18.0,6,114
29.0,0,10,0,10,6,33.2,0,272.85,15.0,0,25
29.0,1,1,0,3,9,30.64,1,1.27,23.0,0,199
38.0,1,9,1,13,10,34.69,1,14.96,24.0,5,18
14.0,1,13,1,1,13,16.48,0,326.92,21.0,5,99
21.0,1,12,0,13,8,25.04,1,8.72,24.0,3,13
33.0,1,8,1,9,12,22.58,0,263.0,23.0,3,15
21.0,0,22,0,14,11,30.65,1,0.8,23.0,1,116
28.0,1,19,1,5,9,33.19,1,17.53,15.0,4,78
54.0,1,2,1,6,9,26.21,1,13.02,12.0,6,147
45.0,1,7,1,3,9,18.17,1,9.5,21.0,2,196
14.0,1,21,0,8,6,10.73,1,12.58,24.0,2,202
41.0,0,18,1,6,12,5.59,0,290.44,20.0,2,130
43.0,1,4,0,4,16,24.1,2,11.975000000000001,16.0,3,150
22.0,1,17,1,10,11,13.27,1,10.96,25.0,6,198
18.0,0,26,1,8,4,9.35,1,19.68,4.0,0,39
28.0,1,10,1,2,10,17.82,1,2.39,22.0,4,184
47.0,1,24,1,2,8,10.76,1,13.54,0.0,6,45
25.0,1,26,1,9,6,33.23,0,308.45,8.0,0,123
32.0,1,5,0,11,10,31.73,1,13.68,10.0,4,2
31.0,1,6,1,0,11,11.15,1,15.56,30.0,6,200
40.0,1,23,0,7,9,25.9,1,1.72,24.0,2,90
45.0,1,5,1,3,12,28.25,1,11.975000000000001,16.0,3,150
31.0,2,13,0,3,6,5.23,1,9.96,25.0,2,177
35.0,1,15,0,1,6,6.75,0,69.61,10.0,4,97
17.0,1,21,0,7,9,33.72,1,8.65,15.0,1,51
21.0,1,23,1,12,12,22.88,1,4.15,24.0,6,89
33.0,1,7,1,0,11,8.07,0,490.63,5.0,3,172
19.0,1,14,0,13,7,13.6,1,7.3,17.0,0,4
25.0,0,12,1,14,11,26.78,1,9.41,14.0,5,124
27.0,1,1,0,9,13,10.69,1,17.99,19.0,0,63
20.0,1,14,1,4,7,30.43,1,9.04,9.0,6,211
51.0,1,17,1,14,18,17.86,1,13.54,10.0,1,29
30.0,1,25,0,12,15,11.25,1,14.92,5.0,6,81
47.0,0,13,0,0,7,24.36,1,9.21,14.0,4,50
47.0,1,10,1,5,8,6.78,1,11.86,21.0,2,71
27.0,0,12,1,3,8,17.94,1,11.71,2.0,2,7
38.0,0,15,0,5,9,5.44,1,16.44,17.0,3,196
42.0,1,12,0,13,5,16.51,0,439.56,17.0,0,109
41.0,1,10,0,12,12,10.77,1,18.71,0.0,6,65
39.0,1,6,1,6,6,14.67,1,19.06,1.0,0,129
36.0,1,7,0,3,11,10.81,1,6.11,26.0,5,159
45.0,1,4,0,5,12,22.02,1,16.42,30.0,1,146
45.0,0,9,0,1,11,20.09,1,6.07,10.0,6,87
40.0,1,4,1,2,10,26.15,1,7.28,21.0,4,92
24.0,0,19,0,10,16,31.76,1,4.39,25.0,6,136
17.0,1,10,1,10,9,19.71,1,0.91,3.0,0,121
39.0,1,21,0,3,9,28.14,1,17.2,0.0,2,129
13.0,0,22,0,13,8,13.97,1,0.94,13.0,1,157
49.0,1,14,0,12,7,23.93,1,8.57,25.0,4,25
32.0,0,14,0,1,6,12.7,1,14.6,2.0,5,43
27.0,1,3,0,5,13,12.73,1,8.84,22.0,3,215
44.0,1,0,1,3,12,21.04,1,12.26,17.0,3,204
46.0,1,10,0,3,12,21.81,1,15.44,26.0,0,50
25.0,1,18,1,10,7,29.19,1,18.7,1.0,4,117
50.0,1,9,0,11,13,23.69,1,11.975000000000001,16.0,3,150
46.0,0,10,0,8,10,24.18,1,15.12,14.0,2,128
46.0,1,19,0,12,11,20.53,1,16.0,17.0,6,11
26.0,1,10,1,6,5,26.16,0,316.05,4.0,2,204
40.0,1,22,0,10,13,14.18,1,16.05,14.0,2,99
46.0,0,0,1,11,5,18.31,0,406.55,27.0,6,221
16.0,0,23,0,12,3,31.73,1,19.83,2.0,1,62
29.0,1,18,1,13,13,9.13,1,16.42,2.0,4,80
27.0,0,10,0,11,7,13.62,1,1.1,22.0,5,100
32.0,1,4,1,12,13,34.29,1,18.99,11.0,3,216
42.0,0,14,0,7,17,17.34,1,11.975000000000001,16.0,3,150
40.0,0,8,0,9,9,22.18,1,19.77,9.0,0,130
38.0,0,10,1,8,12,32.38,1,18.59,27.0,0,24
20.0,1,26,1,2,7,32.97,1,11.975000000000001,16.0,3,150
31.0,1,20,1,0,12,18.98,1,19.18,9.0,1,18
35.0,0,10,0,0,13,21.67,1,18.53,13.0,2,156
52.0,1,1,0,11,5,19.96,1,4.23,29.0,4,30
28.0,1,5,0,12,16,28.65,1,5.12,22.0,6,121
49.0,1,22,1,0,5,18.2,1,18.88,18.0,3,15
13.0,1,16,0,9,10,14.05,1,17.63,26.0,1,109
51.0,0,10,1,3,13,21.77,1,4.95,12.0,1,166
42.0,0,13,0,9,9,32.45,1,9.26,10.0,4,182
25.0,1,5,1,14,12,14.99,1,1.67,22.0,6,42
25.0,1,26,1,4,9,9.06,1,5.55,17.0,1,29
22.0,1,7,0,8,11,11.28,1,11.975000000000001,16.0,3,150
15.0,1,10,0,13,14,34.76,1,17.51,14.0,4,106
52.0,2,14,1,10,9,24.63,1,17.57,26.0,1,27
48.0,2,1,1,11,11,22.3,1,2.78,10.0,6,110
31.0,0,13,0,9,6,25.22,1,16.38,28.0,5,97
33.0,1,10,1,10,7,30.85,1,13.28,21.0,4,172
39.0,1,10,0,9,12,31.68,1,3.59,30.0,6,206
16.0,1,14,0,3,11,21.93,1,5.79,28.0,1,219
17.0,1,2,1,1,12,24.52,0,231.12,21.0,5,49
54.0,1,8,0,14,7,24.84,1,6.59,6.0,4,133
47.0,0,6,0,8,10,18.07,1,14.0,19.0,0,78
31.0,2,6,0,13,8,6.47,0,482.26,11.0,0,103
30.0,1,18,1,1,7,9.45,1,5.11,28.0,0,110
32.0,0,15,1,7,1,31.28,1,7.0,21.0,0,60
48.0,1,5,1,11,12,15.69,1,2.72,9.0,4,178
24.0,1,0,0,4,11,31.78,1,18.99,1.0,0,191
41.0,1,10,0,3,9,34.73,1,3.88,17.0,1,146
20.0,1,12,1,1,13,17.55,1,0.57,17.0,6,105
42.0,1,5,1,13,11,28.26,1,15.73,10.0,3,171
28.0,0,3,0,13,6,33.46,1,9.51,12.0,3,125
15.0,0,2,0,8,9,27.78,1,17.74,4.0,5,192
34.0,1,5,0,4,11,10.7,1,9.26,25.0,4,53
30.0,1,22,1,0,14,34.25,0,102.11,29.0,0,123
42.0,0,25,0,8,15,30.99,0,31.04,29.0,0,97
46.0,0,10,1,5,6,20.63,1,1.51,6.0,2,125
49.0,1,21,0,9,7,23.91,1,5.39,15.0,3,107
51.0,1,8,1,11,10,29.86,1,18.84,14.0,4,130
32.0,1,20,1,7,12,28.28,1,7.5,10.0,3,206
42.0,1,15,1,8,7,34.87,0,83.23,25.0,0,140
19.0,0,10,0,10,6,12.1,1,15.75,26.0,6,144
54.0,0,13,0,13,16,19.07,2,3064.87,0.0,1,189
33.0,0,1,0,2,2,15.99,1,15.45,26.0,5,197
32.0,0,9,1,13,7,31.74,1,9.95,30.0,6,42
49.0,1,3,1,14,13,9.08,1,14.97,10.0,3,98
23.0,1,11,0,10,10,17.46,1,15.24,12.0,4,159
50.0,0,15,0,6,9,10.91,1,3.92,17.0,4,32
33.0,0,8,0,12,14,12.46,2,1005.68,2.0,5,213
29.0,1,26,0,12,10,22.43,1,6.81,24.0,5,209
26.0,1,14,1,8,5,24.73,1,11.39,7.0,5,94
48.0,1,13,0,10,11,26.38,1,6.36,7.0,5,7
32.0,1,17,1,6,14,27.42,2,4893.16,4.0,3,102
29.0,0,15,0,14,10,7.6,1,12.83,22.0,1,42
36.0,1,26,0,13,6,28.87,1,0.89,15.0,5,138
38.0,0,10,0,13,10,32.04,1,10.91,15.0,1,175
19.0,1,12,0,0,11,34.65,1,11.14,27.0,5,176
48.0,1,10,1,5,17,24.05,0,376.41,14.0,0,215
37.0,1,12,0,11,6,25.02,1,0.2,26.0,2,117
49.0,1,24,1,11,11,33.17,1,11.975000000000001,16.0,3,150
35.0,1,19,0,8,16,20.62,1,13.6,10.0,6,173
27.0,1,20,0,13,13,20.54,1,1.24,0.0,2,138
40.0,0,22,1,0,10,13.77,1,14.6,11.0,3,187
29.0,1,16,0,13,10,6.19,0,223.71,29.0,6,134
43.0,0,9,1,10,12,29.27,1,10.3,14.0,0,144
45.0,1,4,0,3,13,13.88,1,3.46,15.0,1,40
34.0,1,13,1,11,12,28.93,1,1.02,17.0,4,55
23.0,1,25,1,12,11,27.7,1,5.14,0.0,2,173
41.0,0,15,1,14,12,13.62,1,18.39,14.0,0,219
33.0,1,25,1,2,10,11.84,1,10.82,16.0,1,46
45.0,0,13,1,11,10,29.51,1,11.48,27.0,3,23
45.0,1,14,1,11,15,32.68,1,11.975000000000001,16.0,3,150
39.0,1,26,0,1,12,26.76,1,3.07,11.0,6,92
19.0,0,8,1,8,8,13.76,1,14.15,30.0,1,216
39.0,1,23,0,12,9,17.42,1,11.17,9.0,5,73
47.0,1,24,1,11,15,10.91,1,19.22,15.0,6,191
